pitcher,outs,innings,walks,hits,runners,whip,runs
543101,392,130.66666666666666,34,108,142,1.1467633364029,-0.10319778815102432
543135,398,132.66666666666666,24,140,164,1.260003538579491,-0.033144968512788475
543243,271,90.33333333333333,36,94,130,1.4068643728949095,0.05770629579505271
543272,145,48.333333333333336,15,42,57,1.2517562538557978,-0.038246915861426145
543278,3,1.0,1,3,4,1.399306799266766,0.053031018533984176
543294,413,137.66666666666666,27,163,190,1.3700447665955453,0.034928897047407204
543339,104,34.666666666666664,9,27,36,1.200552917490858,-0.06992239875799888
543351,44,14.666666666666666,6,10,16,1.2721487228094208,-0.025631696865625164
543456,4,1.3333333333333333,1,3,4,1.388380771200702,0.04627194305758486
543475,389,129.66666666666666,43,154,197,1.4750615763546797,0.09989454963046429
543507,136,45.333333333333336,15,42,57,1.2950744570784407,-0.01144934557206867
543521,139,46.333333333333336,8,34,42,1.1092492137964722,-0.12640482959321975
543548,43,14.333333333333334,3,20,23,1.4054582458614442,0.05683643543123784
543606,221,73.66666666666667,25,68,93,1.289042860246423,-0.015180620833702196
543699,21,7.0,2,7,9,1.3290823859441898,0.009588689165692887
543766,160,53.333333333333336,32,46,78,1.407434460723559,0.05805896436214031
543883,6,2.0,1,3,4,1.3670327182157813,0.03306557926950171
543901,29,9.666666666666666,4,16,20,1.4752063947386829,0.09998413739117007
544727,125,41.666666666666664,19,44,63,1.4245388485187254,0.06864010577840784
544931,65,21.666666666666668,12,17,29,1.3371236795151373,0.014563205965877013
545333,320,106.66666666666667,36,74,110,1.1165135761679241,-0.12191093910898587
545343,72,24.0,9,16,25,1.2281842078312222,-0.052829089479314195
546991,3,1.0,1,2,3,1.3756979414677308,0.038426072362292674
547001,92,30.666666666666668,16,25,41,1.3366500418202654,0.014270203521736247
547176,17,5.666666666666667,1,6,7,1.324236097931296,0.006590671380871438
547179,29,9.666666666666666,6,4,10,1.2792188483873221,-0.02125796543095293
547942,271,90.33333333333333,30,84,114,1.2853672090485837,-0.017454457558346737
547943,395,131.66666666666666,28,128,156,1.2210493467372971,-0.057242867693672705
547973,118,39.333333333333336,26,27,53,1.341801832690914,0.017457211931635186
548384,99,33.0,12,36,48,1.3888462138579158,0.04655987587553323
548389,279,93.0,28,88,116,1.2747414428716612,-0.024027784585343936
552640,162,54.0,10,39,49,1.09347434427572,-0.1361635024683412
553902,9,3.0,1,1,2,1.2911251056295516,-0.01389249914667634
554340,128,42.666666666666664,9,37,46,1.2052608379315655,-0.06700997812323406
554430,484,161.33333333333334,34,130,164,1.0818001492639173,-0.14338541007592454
554431,138,46.0,26,27,53,1.2394019421046447,-0.04588955828190189
570240,5,1.6666666666666667,4,7,11,1.5403252572187185,0.14026806342343945
570257,102,34.0,13,39,52,1.4234966691339745,0.06799539124180909
570488,102,34.0,16,35,51,1.410226498889711,0.05978617909963713
570632,239,79.66666666666667,37,99,136,1.5804383254551753,0.1650828684157749
570663,146,48.666666666666664,26,50,76,1.4581769875534714,0.08944938058959395
570666,134,44.666666666666664,17,40,57,1.3051110338781713,-0.005240503740080449
571479,7,2.3333333333333335,1,6,7,1.4252681033602284,0.06909123847598508
571510,210,70.0,19,72,91,1.3135270946620128,-3.4147898049341485e-05
571521,133,44.333333333333336,21,36,57,1.310187885352441,-0.0020998544492701887
571578,379,126.33333333333333,40,144,184,1.4268588641649411,0.07007531725364691
571656,107,35.666666666666664,20,45,65,1.5614738427669312,0.15335103237383396
571666,28,9.333333333333334,4,15,19,1.4651795381920292,0.09378130871636936
571670,143,47.666666666666664,19,41,60,1.294829124520055,-0.011601113558469711
571676,44,14.666666666666666,9,22,31,1.5398927908625315,0.140000530453105
571710,111,37.0,16,29,45,1.279661499561498,-0.020984131913605042
571735,80,26.666666666666668,8,31,39,1.3858476394145929,0.04470489336391292
571760,326,108.66666666666667,37,111,148,1.3549224724348088,0.02557392129677738
571800,6,2.0,3,5,8,1.4592900589730653,0.09013795046056339
571871,33,11.0,4,16,20,1.4376384958919983,0.07674382881250608
571882,44,14.666666666666666,8,16,24,1.414945559104413,0.06270549103769751
571901,115,38.333333333333336,8,32,40,1.1955080465434018,-0.07304326420849683
571927,316,105.33333333333333,32,120,152,1.4129795305004362,0.06148926354471562
571945,12,4.0,1,4,5,1.3288012199321162,0.009414753835716438
571946,6,2.0,5,7,12,1.5515473997303495,0.1472103216516253
571948,38,12.666666666666666,2,21,23,1.4488175968678496,0.08365946062282104
572070,338,112.66666666666667,48,143,191,1.598912989943998,0.1765116924061647
572125,42,14.0,6,13,19,1.34166297206884,0.017371309770335297
572143,108,36.0,9,36,45,1.2962037875597752,-0.010750717496524342
572193,153,51.0,14,30,44,1.074855536014533,-0.14768149689019716
572888,51,17.0,9,23,32,1.4954579516432425,0.11251218516890404
572955,122,40.666666666666664,18,29,47,1.2468405734026058,-0.041287861299245665
572971,390,130.0,44,135,179,1.3671483368965993,0.03313710346707888
573009,78,26.0,13,33,46,1.5034879792244957,0.1174797325860516
573062,24,8.0,8,5,13,1.3831966657324446,0.04306494414400919
573124,123,41.0,6,38,44,1.205367302044841,-0.06694411713763104
573127,9,3.0,1,4,5,1.3587581988652364,0.027946783996133373
573186,397,132.33333333333334,28,123,151,1.187575788716473,-0.07795032915710298
573204,137,45.666666666666664,14,40,54,1.2556404471336273,-0.03584407052998184
573668,57,19.0,9,13,22,1.2802232736951054,-0.020636606376714495
579328,389,129.66666666666666,47,113,160,1.258717228855306,-0.03394070731734067
592094,23,7.666666666666667,6,12,18,1.494593216944894,0.11197724172396162
592135,44,14.666666666666666,10,19,29,1.5041935817887833,0.1179162334772742
592145,31,10.333333333333334,8,12,20,1.4561801826688991,0.08821411422885794
592165,9,3.0,2,3,5,1.3587581988652364,0.027946783996133373
592169,40,13.333333333333334,7,18,25,1.4677262750793478,0.09535677481766758
592222,97,32.333333333333336,14,37,51,1.4421218360179238,0.07951731924418637
592233,71,23.666666666666668,9,37,46,1.557439712321058,0.1508554326920074
592254,56,18.666666666666668,11,24,35,1.5039141198248491,0.11774335230805222
592273,2,0.6666666666666666,1,4,5,1.4342022829838064,0.07461811375310723
592288,53,17.666666666666668,4,13,17,1.2244314745373166,-0.05515061084306461
592314,367,122.33333333333333,31,138,169,1.3700896873211021,0.03495668597240875
592332,429,143.0,44,98,142,1.070045795170691,-0.1506569058117999
592346,267,89.0,24,113,137,1.4749529319138739,0.09982733984745273
592351,355,118.33333333333333,45,111,156,1.3230007880044483,0.005826482145604772
592390,127,42.333333333333336,19,34,53,1.2937030125299915,-0.012297750606232616
592407,3,1.0,1,2,3,1.3756979414677308,0.038426072362292674
592426,135,45.0,21,36,57,1.300073375153726,-0.008356907554621817
592464,6,2.0,1,6,7,1.4362257237837444,0.07586985766279808
592473,30,10.0,5,16,21,1.4851030923356296,0.10610644694596871
592612,43,14.333333333333334,5,15,20,1.351588916844281,0.02351171225750781
592644,166,55.333333333333336,26,68,94,1.5437990059210918,0.14241699893078186
592662,408,136.0,36,111,147,1.1404705414673788,-0.10709064616580444
592717,106,35.333333333333336,15,36,51,1.3857083840035374,0.044618746977675317
592741,109,36.333333333333336,19,29,48,1.3292572255663277,0.009696848708680594
592761,276,92.0,51,85,136,1.4342737064710742,0.07466229785535483
592767,312,104.0,36,109,145,1.3777832353528066,0.03971607991805559
592773,153,51.0,28,39,67,1.3238892217304754,0.00637608631774178
592791,351,117.0,35,115,150,1.2962511060138977,-0.010721445285167497
592826,243,81.0,43,80,123,1.4569696792875324,0.08870251378278904
592831,11,3.6666666666666665,1,8,9,1.4274812186564645,0.07046031910023265
592836,349,116.33333333333333,44,98,142,1.2509989133633665,-0.03871542294549413
592865,16,5.333333333333333,3,5,8,1.3551078531629597,0.025688601794197408
592866,188,62.666666666666664,24,73,97,1.4638057284539523,0.09293144052513569
592879,12,4.0,3,4,7,1.3728958630527812,0.03669264651138726
593140,43,14.333333333333334,5,21,26,1.4593275748786072,0.09016115860496776
593144,142,47.333333333333336,6,35,41,1.0854670322759172,-0.14111699753923934
593334,290,96.66666666666667,25,90,115,1.2336321695639663,-0.04945886341715311
593372,247,82.33333333333333,34,88,122,1.4331794076265376,0.07398534110224775
593423,406,135.33333333333334,39,139,178,1.3202218389091909,0.004107364588305407
593576,151,50.333333333333336,19,44,63,1.2898899152220673,-0.014656614444699567
