batter,stand,woba_L,pa_L,woba_R,pa_R
608371,R,0.3456154289542152,3,0.3183778183258368,7
608379,R,0.3402512154348731,5,0.30318471540976916,37
608566,R,0.32577433187738175,25,0.2998169165722746,80
608596,R,0.38153979122352144,258,0.30016144324663313,257
608686,R,0.3236747946541086,91,0.289838554129175,162
608700,R,0.34192583052388376,137,0.32850570740709806,248
608701,R,0.3569152501400964,56,0.31851725703905553,67
608717,R,0.34121064614901514,2,0.32183295443171916,4
608723,R,0.35115149021035513,1,0.31840633381043043,12
609280,R,0.30387468373012816,105,0.3045695943068078,173
614177,R,0.34880848827094757,301,0.3464427614991293,792
620443,R,0.3273953420378395,133,0.3191674893728124,212
621002,R,0.33173023984367145,131,0.3005808950086059,219
621005,R,0.3410104721963601,116,0.31284716996166423,174
621006,R,0.31579658470035415,176,0.2894093654369072,168
621008,R,0.347235556646167,5,0.3267290049400142,2
621020,R,0.3249120365967799,271,0.3490235125048004,1045
621028,R,0.3166802338833097,301,0.31414139297208443,812
621035,R,0.3728448222271035,353,0.34503972077892053,753
621043,R,0.36890802611955004,328,0.3480647043193975,754
621107,R,0.2968485686895534,39,0.289720448165537,50
621111,R,0.29392758583932477,43,0.2818879025486113,90
621219,R,0.34121064614901514,2,0.2983154536984317,33
621244,R,0.3439433989141966,1,0.32203527574703683,6
621249,R,0.34121064614901514,2,0.32300139195821265,3
621261,R,0.34121064614901514,2,0.32300139195821265,3
621438,R,0.35385532268405256,95,0.33431125162761804,192
621439,R,0.3761440120466353,136,0.35823692403122553,403
621446,R,0.3422958829047084,169,0.27936008052919187,346
621493,R,0.3430545460229628,129,0.3254748525606307,253
621500,R,0.33162233552429543,37,0.32077229082630115,47
621512,R,0.3307819325109204,82,0.29397623429243913,228
621550,R,0.3419387320046811,94,0.340242834147079,172
621573,R,0.3249536204314951,86,0.31717575590356406,143
622072,R,0.3440388839556952,3,0.2892884638885495,51
622075,R,0.33852097646087503,3,0.32183295443171916,4
622088,R,0.3440388839556952,3,0.32417834459118877,2
622100,R,0.3499590062596794,28,0.30282016333363504,77
622110,R,0.30697886803840463,125,0.32731084925150183,225
622491,R,0.29484832930630883,34,0.2844158835976429,75
622503,R,0.33852097646087503,3,0.3195212577187878,6
622534,R,0.35419173379940616,316,0.3024716702429389,632
622569,R,0.34136075570967384,91,0.2980811963692278,126
622608,R,0.2925714436429338,26,0.27575034598953013,56
622666,R,0.3191678972047359,105,0.325363905753108,1
622694,R,0.33251000434645805,8,0.3117076373922415,21
622761,R,0.3092243345185733,59,0.31576743770934185,104
622766,R,0.34121064614901514,2,0.32417834459118877,2
623182,R,0.3402512154348731,5,0.33062559194099256,3
623323,R,0.3093969078801076,45,0.2976579810870698,54
623520,R,0.3237578560772639,206,0.3265474931712045,535
623912,R,0.33681211268697653,233,0.3261907004209959,504
623993,R,0.33355917972849636,281,0.32745776503967866,2
624413,R,0.36995415772065243,387,0.37013987308135204,977
624414,R,0.34749348346557085,118,0.32608722230775505,164
624431,R,0.3216781046812874,150,0.2918790265642927,265
624522,R,0.3439433989141966,1,0.3250886486795638,4
624585,R,0.3593070014242776,316,0.3553127179539682,963
624641,R,0.32897025223648196,50,0.33075794455713325,166
628317,R,0.3263604120448223,16,0.3069545890512027,49
628338,R,0.34778141759675335,217,0.30094212715615937,349
628451,R,0.34414260749453274,65,0.2958438769831688,104
640444,R,0.325684567077832,8,0.3120896238528391,20
640449,R,0.3239020089589588,181,0.34680411146591833,443
640455,R,0.34121064614901514,2,0.33080712051201117,3
640458,R,0.3199466259220451,259,0.30954408735289607,449
640461,R,0.3380812716780366,271,0.30014802316348604,305
640470,R,0.3252963851916507,12,0.3055170735609809,24
641313,R,0.39274502795465493,324,0.3478159013974482,866
641360,R,0.3439433989141966,1,0.32745776503967866,2
641505,R,0.31027981402778204,84,0.29996528597742417,146
641531,R,0.3365803764588149,279,0.33612814550343495,880
641553,R,0.3448214710378803,167,0.3284356236329949,295
641561,R,0.33709697361010027,20,0.32599358806251977,29
641598,R,0.3840014668289392,248,0.3496519738449546,407
641658,R,0.3239642375318912,320,0.2991488054318244,567
641745,R,0.33070051286733976,6,0.3218003904275042,9
641771,R,0.3439433989141966,1,0.30655118668557524,23
641778,R,0.31999703946925795,23,0.2980882027445773,49
641786,R,0.3345044193673914,125,0.34536100301239875,339
641796,R,0.3319556840649066,209,0.3130304127184369,279
641816,R,0.30338356710123265,20,0.28214417627572524,70
641820,R,0.383101020261532,385,0.3461684793964237,768
641851,R,0.3439433989141966,1,0.3262689062365469,3
641914,R,0.2811094467451859,78,0.3321537922384537,49
641924,R,0.3697960512826701,40,0.30941226277372275,66
641929,R,0.3330249472688927,12,0.31251628422912725,34
641933,R,0.35341803363995183,123,0.33718723589211125,546
642073,R,0.34121064614901514,2,0.325363905753108,1
642092,R,0.32817337461300355,7,0.31818261331989883,10
642162,R,0.32568806180396337,189,0.2922577610186384,259
642201,R,0.27374710380473094,109,0.3122250246787238,164
642336,R,0.3326620346365241,162,0.32417834459118877,2
642545,R,0.33852097646087503,3,0.32417834459118877,2
642547,R,0.324566710150953,14,0.2946894703657,41
642708,R,0.37429153252857106,374,0.3082081129662277,871
642715,R,0.3221257155309621,384,0.3544844223072012,879
642721,R,0.3290348620150349,72,0.2952989930552576,188
642731,R,0.33407051843306135,68,0.3249988049713194,141
642851,R,0.3364532139260018,39,0.2930089658756973,123
643265,R,0.3584365027651081,231,0.35214508452705995,573
643269,R,0.32840795131400036,20,0.31789881708625783,48
643289,R,0.3459664455362604,138,0.3130165482892738,318
643290,R,0.3439433989141966,1,0.3275396062336769,3
643327,R,0.3414813800240458,6,0.3180260883765873,18
643376,R,0.29924758090482373,226,0.30947111591700277,444
643396,R,0.30068298744639904,296,0.3163185225091178,652
643436,R,0.3595484814374536,64,0.3200692706837853,113
643524,R,0.3664436048370862,43,0.330101470862037,46
644374,R,0.27819644071373323,129,0.3191612145699168,113
644433,R,0.35314787516851276,33,0.309784941594405,48
645261,R,0.30779350992480226,22,0.2747802216029725,85
645277,R,0.419012348992088,318,0.33054506492404323,7
645302,R,0.3414439868680004,321,0.3025323645925115,867
645305,R,0.34121064614901514,2,0.32393982708129976,11
647351,R,0.3386901606375014,111,0.33026253479895545,3
649557,R,0.345895233803878,170,0.3479164532814381,345
649966,R,0.3485370815140591,188,0.319834609892842,594
650391,R,0.34530150710193624,218,0.36514357306382267,577
650402,R,0.35746612125303945,324,0.33869360247513935,885
650490,R,0.36994747456838295,322,0.33347661558648484,571
650559,R,0.3470954796591732,16,0.3273463213640527,47
650859,R,0.28834403520906937,199,0.3283443429274083,4
650968,R,0.34192856603488675,7,0.331125698085252,5
656180,R,0.3357070806314277,27,0.31653764651347605,26
656305,R,0.3593969186984312,365,0.3383185029926478,942
656308,R,0.31601545098948597,200,0.3197072450239908,422
656403,R,0.3323114583778095,15,0.31592083931324094,25
656413,R,0.3404002114324553,7,0.3206729399361752,5
656427,R,0.3346640473671923,20,0.2908008890598137,77
656467,R,0.34190656687924564,19,0.3115501913570405,25
656509,R,0.32182890092699173,29,0.315340144417413,33
656537,R,0.3402037744299171,35,0.3152642183296327,64
656546,R,0.3222293383430828,15,0.3152998706649423,24
656548,R,0.34121064614901514,2,0.32045179067243607,8
656555,R,0.41471147994681956,386,0.3393776473089441,936
656577,R,0.3005789341808547,26,0.31348083271654986,64
656582,R,0.340281779998937,62,0.33823016681864515,96
656605,R,0.33678135273030224,9,0.30767047766295075,19
656669,R,0.3923359676530051,274,0.3133731850032508,220
656686,R,0.3456154289542152,3,0.325363905753108,1
656731,R,0.34464411504623776,8,0.32055678051794856,9
656821,R,0.33289907530884144,11,0.32554279195247265,3
656847,R,0.32553775150994296,44,0.3238449264035431,31
656876,R,0.35115149021035513,1,0.325363905753108,1
656887,R,0.3467723953835288,2,0.32792389418907214,1
656896,R,0.34030295750964445,16,0.3183635135843912,29
657011,R,0.3414813800240458,6,0.3212452910899834,14
657041,R,0.3527082604657898,40,0.30907801973993426,106
657053,R,0.328501941184346,9,0.31195202277165107,15
657108,R,0.2859675221136461,98,0.2986168357315037,208
657136,R,0.34456162778310473,6,0.3331105269834112,8
657141,R,0.3332668742235791,5,0.3095975035453403,23
657277,R,0.3180383330705166,14,0.3088308721276738,26
657557,R,0.31343033897660694,240,0.327377738089836,947
657656,R,0.35547950472967793,313,0.33713523158607805,772
658069,R,0.3167494801357122,147,0.3089688758412887,289
658668,R,0.3133081617328218,63,0.3281705807663171,98
659275,R,0.32817337461300355,7,0.3126438204051054,23
660623,R,0.35115149021035513,1,0.33288557725248386,16
660670,R,0.3900240171912529,267,0.386718574148766,1027
661269,R,0.33678135273030224,9,0.309969728699341,22
661388,R,0.333278387117226,32,0.3172675636871617,135
663527,R,0.35670409044516027,2,0.32183295443171916,4
663538,R,0.33785681981430765,99,0.32683716961870635,258
663574,R,0.3439433989141966,1,0.322851070751648,7
663586,R,0.34181021279913587,231,0.34884297090611954,753
663611,R,0.368882412497753,85,0.3363395907074517,239
663624,R,0.3529414196250803,163,0.33993521313630504,377
663630,R,0.3136238577726708,55,0.3308341605839417,66
663647,R,0.36298473844298446,99,0.3377715143702358,258
663662,R,0.3105882973532557,26,0.3182811242825726,96
663697,R,0.3733779184736948,109,0.357194163253085,348
663698,R,0.3292959328220119,31,0.32297596074323215,86
663734,R,0.3439433989141966,1,0.3186025363743611,9
663765,R,0.3439433989141966,1,0.3193131706083929,9
663799,R,0.3112648193616279,17,0.31132180539273163,31
663837,R,0.35699027775631065,4,0.32300139195821265,3
663886,R,0.3521481570643719,106,0.3501306177835199,214
663897,R,0.35524728323572424,56,0.31477094765791125,38
663898,R,0.35105138892440424,108,0.31492940167241146,239
663978,R,0.31574797546361566,15,0.2747685670369595,67
664023,R,0.31752246682052354,175,0.325363905753108,1
664034,R,0.344232413544277,276,0.341277542362574,540
664041,R,0.3139247517440561,26,0.32062555780423124,42
664056,R,0.32521838609206294,175,0.32766319523918513,591
664058,R,0.362264537485309,426,0.31382424989644825,949
664062,R,0.3251132050586912,11,0.3265530261648551,17
664068,R,0.31930973233328386,181,0.32339946612992637,462
664074,R,0.3439433989141966,1,0.32417834459118877,2
664141,R,0.3251132050586912,11,0.31143485811264165,28
664199,R,0.3481278248689554,13,0.3189100272269741,15
664208,R,0.3439433989141966,1,0.3250886486795638,4
664238,R,0.3358622452439452,255,0.30706348465761524,490
664247,R,0.3517357632567016,103,0.3100600017994917,79
664353,R,0.33587337898202435,4,0.32183295443171916,4
664702,R,0.2936535729815917,217,0.33245271171156227,442
664731,R,0.3413481305160986,4,0.3117076373922415,21
664761,R,0.362484679816632,168,0.31665910010988385,411
664874,R,0.34076516262733686,23,0.3169519183896704,60
664901,R,0.3016057435897438,117,0.32289054420198815,190
665482,R,0.30489096381841674,37,0.3207957928028492,25
665487,R,0.3969454497525937,236,0.39659523745593617,758
665489,R,0.34331036332411957,333,0.3806818824311965,916
665506,R,0.3343374254647496,17,0.299497537480988,55
665861,R,0.349563670383265,5,0.3172246271917847,17
666120,R,0.32817337461300355,7,0.3094602848589802,22
666129,R,0.3456154289542152,3,0.32045179067243607,8
666176,R,0.30840403341727307,59,0.3019813258357512,124
666182,R,0.3799643299247293,213,0.3477206467881791,621
666198,R,0.3211694112426324,81,0.30788968465769845,163
666915,R,0.3575684023208724,166,0.31564954310628013,257
666931,R,0.34173296217270316,16,0.3056782899450682,42
666969,R,0.32734896733538255,170,0.33910440406307557,277
666971,R,0.35808664176160765,302,0.34668634947847266,659
667297,R,0.3439433989141966,1,0.325363905753108,1
667670,R,0.3351909442955023,42,0.32459915145389856,103
668227,R,0.3908369714050634,198,0.33675096059051046,353
668663,R,0.3689409132457473,21,0.311379711520652,69
668670,R,0.3575880173876382,73,0.29006571107999274,182
668678,R,0.336272291248595,15,0.2971970910488884,36
668800,R,0.29933722745937225,47,0.3157640884840361,158
668820,R,0.34121064614901514,2,0.3183778183258368,7
669060,R,0.33070051286733976,6,0.3147747171336208,21
669134,R,0.35149218524098724,6,0.30919299032485437,36
669160,R,0.3376310703252222,6,0.3161153165552498,9
669203,R,0.3337517612399133,15,0.30236153768053414,39
669221,R,0.3171214421865411,182,0.34642982249521365,382
669222,R,0.3452221982413514,160,0.3163861629578394,459
669242,R,0.3750588149376903,255,0.32183295443171916,4
669256,R,0.35910201572082046,249,0.3028664261237863,490
669257,R,0.30966095297437546,206,0.38842760669222376,506
669289,R,0.34303182430850954,121,0.32126220905045105,129
669374,R,0.299184657856238,199,0.3471169401962447,590
669394,R,0.3371676943293242,13,0.34208309294031275,29
669456,R,0.33587337898202435,4,0.3183778183258368,7
669622,R,0.3439433989141966,1,0.325363905753108,1
669720,R,0.3472806131095478,191,0.3275208073943684,372
669952,R,0.34121064614901514,2,0.3183778183258368,7
670097,R,0.3221971071820566,58,0.30260985830071135,86
670370,R,0.3519887500428736,49,0.3337558904974739,53
670623,R,0.3428122120523377,37,0.30638219592400134,117
670712,R,0.36717235003536464,231,0.3093407862622037,181
670912,R,0.3332668742235791,5,0.321543330420058,17
670950,R,0.33505097032394515,7,0.3091049321808687,28
670955,R,0.3439433989141966,1,0.3250886486795638,4
672386,R,0.3415161517635281,36,0.3407381119355715,77
673357,R,0.36344067619346465,84,0.33057575580929344,270
673490,R,0.33304176710778793,77,0.3032518086744745,169
675921,R,0.3439433989141966,1,0.3272428845198383,6
676391,R,0.3427217197666177,35,0.3141206990085068,70
676480,R,0.3360542909345683,20,0.2988729683490164,51
676694,R,0.3332668742235791,5,0.33541357629863516,18
676701,R,0.3304328305857598,17,0.3288388685023365,27
676801,R,0.32558552770276405,73,0.3355113818973197,158
676840,R,0.33697738829701535,11,0.3259858755057138,6
677960,R,0.3584227426988697,6,0.31144485583313,19
680686,R,0.33852097646087503,3,0.32183295443171916,4
680777,R,0.3615895777684055,87,0.32301222281052855,168
680911,R,0.31044445693094375,52,0.30693747900369545,57
683734,R,0.39872055977622495,110,0.32173072948193643,263
