line,mod
-124,0.25
-123,0.2307692308
-122,0.2115384615
-121,0.1923076923
-120,0.1730769231
-119,0.1538461538
-118,0.1346153846
-117,0.1153846154
-116,0.09615384615
-115,0.07692307692
-114,0.05769230769
-113,0.03846153846
-112,0.01923076923
-111,-4.44E-16
-110,-0.01923076923
-109,-0.03846153846
-108,-0.05769230769
-107,-0.07692307692
-106,-0.09615384615
-105,-0.1153846154
-104,-0.1346153846
-103,-0.1538461538
-102,-0.1730769231
-101,-0.1923076923
100,-0.2115384615
101,-0.2307692308
102,-0.25
