player,outs
547989,0.007122142857142852
554429,-0.007162142857142862
660670,-0.009542857142857146
542436,-2.000000000000475e-05
642715,0.002360714285714281
572669,-2.000000000000475e-05
571431,0.016644999999999997
451192,0.007122142857142852
666176,0.009502857142857138
501303,-0.009542857142857146
542583,-2.000000000000475e-05
605113,-0.2
673451,-0.0024007142857142903
593643,-0.021446428571428578
645277,-0.04287285714285715
570489,-0.004781428571428576
642727,0.004741428571428567
546990,-2.000000000000475e-05
656185,-0.01906571428571429
501659,0.002360714285714281
546991,-0.03573071428571429
624413,0.023787142857142854
475174,0.023787142857142854
571437,-0.014304285714285719
514888,-0.004781428571428576
657193,0.002360714285714281
670541,0.004741428571428567
506560,0.011883571428571426
605119,0.009502857142857138
641313,-0.011923571428571433
435180,-2.000000000000475e-05
607430,-0.007162142857142862
462101,-0.009542857142857146
609280,0.04283285714285714
493114,0.01426428571428571
665947,0.007122142857142852
606157,-0.009542857142857146
660620,0.007122142857142852
606115,-0.04763428571428572
542455,0.016644999999999997
571448,-0.14524357142857144
668227,-0.0024007142857142903
650333,0.04045214285714286
624414,0.007122142857142852
600858,0.007122142857142852
605125,0.011883571428571426
553902,0.004741428571428567
641319,0.009502857142857138
592122,0.011883571428571426
623214,-2.000000000000475e-05
488671,0.002360714285714281
449107,0.007122142857142852
430947,0.04283285714285714
668731,-2.000000000000475e-05
664056,-0.0857257142857143
605131,-0.0024007142857142903
488681,-0.004781428571428576
446381,-0.009542857142857146
571466,0.004741428571428567
620439,0.019025714285714285
642772,-0.0024007142857142903
641343,0.028548571428571427
430832,0.04283285714285714
622441,-0.0024007142857142903
607461,0.02140642857142857
493596,0.007122142857142852
542921,0.059497857142857144
605137,0.035690714285714284
641355,-0.05239571428571429
474832,-0.045253571428571435
136860,0.004741428571428567
134181,-0.045253571428571435
643217,0.04045214285714286
503437,-0.0024007142857142903
542932,0.009502857142857138
542194,-2.000000000000475e-05
605141,-0.13095928571428572
666182,0.02140642857142857
624415,0.016644999999999997
595885,-2.000000000000475e-05
623323,-0.0024007142857142903
453568,0.05711714285714286
433217,0.01426428571428571
453923,0.002360714285714281
607468,-0.009542857142857146
518466,0.007122142857142852
593428,0.09520857142857142
664761,0.007122142857142852
621450,0.002360714285714281
593528,0.016644999999999997
466988,0.004741428571428567
474865,0.002360714285714281
607471,-2.000000000000475e-05
623520,-0.004781428571428576
571506,0.009502857142857138
488721,-0.033350000000000005
456422,-0.004781428571428576
598265,-0.11667500000000001
488726,0.02140642857142857
460075,0.049975
608324,-0.021446428571428578
518490,-2.000000000000475e-05
458582,0.004741428571428567
621446,-0.007162142857142862
593647,-0.007162142857142862
670712,-0.0024007142857142903
664913,-0.004781428571428576
542979,-0.07620285714285716
457803,0.02616785714285714
595144,0.009502857142857138
592178,-0.004781428571428576
542993,-0.0024007142857142903
502034,-2.000000000000475e-05
502544,0.002360714285714281
460077,-0.0024007142857142903
456714,0.009502857142857138
621439,-0.12857857142857146
407781,0.004741428571428567
595879,-0.12619785714285717
452678,0.007122142857142852
466320,0.09044714285714284
408234,0.002360714285714281
456715,-0.1404821428571429
594777,0.028548571428571427
641432,0.02616785714285714
593525,0.002360714285714281
622666,-0.021446428571428578
663662,-0.0024007142857142903
493472,-0.0024007142857142903
600869,-2.000000000000475e-05
592192,0.007122142857142852
429664,-0.033350000000000005
605170,-0.0024007142857142903
506924,-2.000000000000475e-05
666185,0.004741428571428567
572761,0.011883571428571426
485567,0.019025714285714285
474892,-0.021446428571428578
592200,-2.000000000000475e-05
592206,0.1333
593495,0.002360714285714281
605612,0.01426428571428571
516770,-0.06429928571428573
650489,0.019025714285714285
595909,-0.0024007142857142903
608325,0.002360714285714281
571553,-2.000000000000475e-05
465041,0.007122142857142852
